,name,p_np,smile,ExactMass,CID,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,XLogP
1090,cimepanol,1,CC(C(C1CCCCC1)O)C,156.151415257,65765.0,103.0,0.0,1.0,1.0,3.3
1091,cimoxatone,1,C1=CC(=CC=C1N2CC(COC)OC2=O)OCC3=CC(=CC=C3)C#N,-1,,,,,,
1092,cinoctramide,1,C1=C(C(=C(C=C1\C=C\C(N2CCCCCCC2)=O)OC)OC)OC,333.19400834,6443803.0,390.0,0.0,0.0,4.0,3.5
1093,cinolazepam,1,C1=C(Cl)C=CC2=C1C(=NC(O)C(N2CCC#N)=O)C3=CC=CC=C3F,-1,,,,,,
1094,ciprazafone,1,C1=C(Cl)C=CC(=C1C(C2=C(C=CC=C2)Cl)=O)N(C(CNC3CC3)=O)C,376.0745332,193989.0,498.0,0.0,1.0,3.0,4.0
1095,ciprocinonide,1,[C@]34([C@H](C2[C@@](F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]5OC(O[C@@]45C(=O)COC(=O)C6CC6)(C)C)C,520.22725974,42768.0,1140.0,0.0,1.0,9.0,3.6
1096,citatepine,1,C1=C(C#N)C=CC3=C1C4=C(C2=C(C=CC=C2)S3)CCN(CC4)C,-1,,,,,,
1097,clebopride,1,C1=C(C(=CC(=C1Cl)N)OC)C(NC3CCN(CC2=CC=CC=C2)CC3)=O,373.1557047,2780.0,450.0,0.0,2.0,4.0,3.2
1098,clidafidine,1,C1=C(C(=C(C=C1)Cl)NC2=NCCO2)Cl,230.0013683,193994.0,225.0,0.0,1.0,2.0,2.4
1099,clobetasone,1,[C@@]23(F)[C@H]([C@H]1[C@@]([C@@]([C@H](C1)C)(O)C(=O)CCl)(CC2=O)C)CCC4=CC(=O)C=C[C@]34C,408.1503652,71387.0,850.0,0.0,1.0,5.0,2.6
1100,clobetasone-butyrate,1,[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)C(C3)=O)C[C@@H]4C)C)(OC(CCC)=O)C(CCl)=O,478.1922300,71386.0,987.0,0.0,0.0,6.0,3.8
1101,clocapramine,1,C1=C(Cl)C=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5,480.2655895,2793.0,675.0,0.0,1.0,4.0,5.4
1102,clocortolone,1,[C@@]24(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)CO)(CC4O)C)C,410.1660152,20969.0,793.0,0.0,2.0,5.0,2.5
1103,clocortolone-acetate,1,[C@H]2(C1=CC(C=C[C@@]1(C4([C@@H](C2)[C@@H]3C[C@H]([C@H](C(COC(=O)C)=O)[C@@]3(C)C[C@@H]4O)C)Cl)C)=O)F,452.1765799,3037082.0,898.0,0.0,1.0,6.0,3.1
1104,clocortolone-pivalate,1,[C@@]24(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)COC(=O)C(C)(C)C)(CC4O)C)C,494.2235301,36673.0,982.0,0.0,1.0,6.0,4.5
1105,clodazon,1,C1=C(Cl)C=CC3=C1N(C2=CC=CC=C2)C(=O)N3CCCN(C)C,329.1294900,20883.0,411.0,0.0,0.0,2.0,2.9
1106,clofenciclan,1,C2=C(C1(OCCN(CC)CC)CCCCC1)C=CC(=C2)Cl,309.1859422,25904.0,279.0,0.0,0.0,2.0,4.6
1107,clofluperol,1,C1=C(C(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)O)Cl)C(F)(F)F,443.1275193,25293.0,572.0,0.0,1.0,7.0,4.1
1108,clopenthixol/zuclopenthixol,1,C1=C(Cl)C=CC3=C1\C(C2=C(C=CC=C2)S3)=C/CCN4CCN(CCO)CC4,-1,,,,,,
1109,cloperidone,1,C1=CC=CC4=C1C(N(CCCN3CCN(C2=CC(=CC=C2)Cl)CC3)C(N4)=O)=O,398.1509537,10675.0,567.0,0.0,1.0,4.0,3.2
1110,cloprednol,1,[C@H]24[C@H]1[C@@]([C@](C(CO)=O)(O)CC1)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)C(=C4)Cl)C)O)C,392.1390516,5284535.0,813.0,0.0,3.0,5.0,1.9
1111,clorethate/cloretate,1,C(C(Cl)(Cl)Cl)OC(OCC(Cl)(Cl)Cl)=O,323.826210,21851.0,175.0,0.0,0.0,3.0,4.2
1112,clorgiline,1,C1=C(C(=CC(=C1)Cl)Cl)OCCCN(CC#C)C,-1,,,,,,
1113,cloroperone,1,C3=C(C(C2CCN(CCCC(C1=CC=C(F)C=C1)=O)CC2)=O)C=CC(=C3)Cl,387.1401348,41536.0,491.0,0.0,0.0,4.0,4.5
1114,clorotepine,1,C1=C(Cl)C=CC4=C1C(N2CCN(C)CC2)CC3=C(C=CC=C3)S4,344.1113975,1238.0,399.0,0.0,0.0,3.0,4.3
1115,clotiazepam,1,C1=C(CC)SC2=C1C(=NCC(N2C)=O)C3=CC=CC=C3Cl,318.0593620,2811.0,442.0,0.0,0.0,3.0,3.5
1116,cloticasone(cloticasone-propionate),1,[C@]34([C@H](C2[C@@](F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]([C@]4(OC(=O)CC)C(SCCl)=O)C)C,516.1548793,54581.0,986.0,0.0,1.0,8.0,4.2
1117,clotixamide(clotixamide),1,CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)Cl)CC1,441.1641614,20495.0,607.0,0.0,1.0,4.0,4.2
1118,cogazocine,1,C1=C(O)C=CC4=C1C3(C(C(N(CC2CCC2)CC3)C4)(C)C)CC,313.240564612,198576.0,443.0,0.0,1.0,2.0,5.5
1119,conorphone(conorfone),1,[C@H]12C5CC4=C3[C@]1([C@H](C(C[C@@H]2CC)=O)OC3=C(C=C4)OC)CCN5CC6CC6,367.21474379,172964.0,633.0,0.0,0.0,4.0,3.9
1120,cormetasone,1,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-1,0.0,,,,,
1121,cortexolone(cortodoxonecortifen),1,C(O)C(=O)C4(O)C3(C(C2C(C1(C(=CC(=O)CC1)CC2)C)CC3)CC4)C,346.21440943,227112.0,652.0,0.0,2.0,4.0,2.5
1122,cortisone-acetate,1,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)C(C3)=O)CC[C@@]4(C(COC(C)=O)=O)O)C,402.20423867,5745.0,827.0,0.0,1.0,6.0,2.1
1123,cortisuzol,1,[C@H]37[C@H]2[C@@]([C@](C(COC(C1=CC(=CC=C1)[S](O)(=O)=O)=O)=O)(O)[C@@H](C2)C)(C[C@@H]([C@@H]3[C@@]4(C(=CC5=C(C4)C=N[N]5C6=CC=CC=C6)C(=C7)C)C)O)C,672.25053741,3037936.0,1480.0,0.0,3.0,9.0,4.3
1124,cortivazol,1,[C@H]26[C@H]1[C@@]([C@](C(COC(C)=O)=O)(O)[C@@H](C1)C)(C[C@@H]([C@@H]2[C@@]3(C(=CC4=C(C3)C=N[N]4C5=CC=CC=C5)C(=C6)C)C)O)C,530.27807232,66249.0,1100.0,0.0,2.0,6.0,3.9
1125,cotinine,1,C1=CC=NC=C1C2N(C(=O)CC2)C,176.094963011,408.0,205.0,0.0,0.0,2.0,-0.3
1126,cotriptyline,1,C1=CC=CC2=C1C(C3=C(CC2)C=CC=C3)=CC(CN(C)C)=O,291.162314293,71935.0,399.0,0.0,0.0,2.0,3.6
1127,crilvastatin,1,CC2(CC(OC(C1NC(=O)CC1)=O)CC(C2)C)C,253.16779360,60724.0,351.0,0.0,1.0,3.0,2.6
1128,crotetamide,1,C(C(N(C(\C=C\C)=O)CC)C(N(C)C)=O)C,226.168127949,5368010.0,272.0,0.0,0.0,2.0,1.4
1129,cyclarbamate,1,C1=CC=CC=C1NC(OCC3(COC(NC2=CC=CC=C2)=O)CCCC3)=O,368.17360725,72076.0,441.0,0.0,2.0,4.0,4.5
1130,cyclindole(ciclindole),1,C1=CC=CC2=C1C3=C([NH]2)CCC(C3)N(C)C,214.146998583,36082.0,251.0,0.0,1.0,1.0,2.8
1131,cyclobarbital,1,C(C2(C1=CCCCC1)C(NC(=O)NC2=O)=O)C,236.11609238,5838.0,392.0,0.0,2.0,3.0,1.8
1132,cyclobenzaprine,1,C1=CC=CC2=C1C(C3=C(C=C2)C=CC=C3)=CCCN(C)C,275.167399674,2895.0,365.0,0.0,0.0,1.0,5.2
1133,cyclopregnol,1,[C@]23(C1(C(C1)CC2)[C@H](O)C[C@@H]4[C@@H]3CC[C@]5([C@H]4CC[C@@H]5C(=O)C)C)C,316.240230259,205953.0,570.0,0.0,1.0,2.0,4.4
1134,cycotiamine,1,C1=NC(=NC(=C1CN(C(/C)=C2\CCOC(=O)S2)C=O)N)C,-1,,,,,,
1135,cyheptamide,1,C1=CC=CC3=C1C(C2=C(C=CC=C2)CC3)C(N)=O,237.115364102,23603.0,290.0,0.0,1.0,1.0,2.4
1136,cyprenorphine,1,[C@@]135C67[C@@H](N(CC1)CC2CC2)CC4=CC=C(O)C(=C34)O[C@@H]5C(OC)(C(C6)C(O)(C)C)C=C7,423.24095853,20435.0,824.0,0.0,2.0,5.0,3.0
1137,cyprodenate,1,C(C1CCCCC1)CC(OCCN(C)C)=O,227.188529040,71875.0,198.0,0.0,0.0,3.0,3.2
1138,cyprolidol,1,C4=C(C(C2C(C1=CC=NC=C1)C2)(C3=CC=CC=C3)O)C=CC=C4,301.146664230,23287.0,359.0,0.0,1.0,2.0,3.6
1139,cyproximide(ciproximide),1,C1=CC(=CC=C1C23C(C(=O)NC2=O)C3)Cl,221.0243562,27361.0,336.0,0.0,1.0,2.0,1.3
1140,dacemazine,1,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)C(CN(C)C)=O,284.09833431,68846.0,338.0,0.0,0.0,3.0,3.1
1141,dazadrol,1,C1=CC(=CC=C1C(C2=NCCN2)(C3=NC=CC=C3)O)Cl,287.0825398,32940.0,368.0,0.0,2.0,3.0,1.3
1142,decimemide,1,C1=C(C(N)=O)C=C(C(=C1OC)OCCCCCCCCCC)OC,337.22530847,26929.0,323.0,0.0,1.0,4.0,5.2
1143,delfaprazine,1,C1=C(C(=CC=C1C)CC2=CC=CC=C2)N3CCNCC3,266.178298710,205972.0,279.0,0.0,1.0,2.0,3.7
1144,demoxepam,1,C3=C(C1=C2C(=NC(=O)CN1O)C=CC(=C2)Cl)C=CC=C3,286.0509053,13756.0,554.0,0.0,1.0,3.0,2.3
1145,denbufylline,1,C1=NC2=C([N]1CC(C)=O)C(N(CCCC)C(N2CCCC)=O)=O,320.18484064,2984.0,468.0,0.0,0.0,4.0,1.9
1146,deprodone,1,CC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,344.19875937,89339.0,707.0,0.0,2.0,4.0,1.7
1147,desciclovir,1,C1=NC(=NC2=C1N=C[N]2COCCO)N,209.09127461,55256.0,206.0,0.0,2.0,6.0,-1.1
1148,descinolone(descinolone-acetonide),1,[C@H]34[C@H]2[C@@](F)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,378.18425212,250822.0,789.0,0.0,3.0,6.0,1.3
1149,desonide,1,[C@]12(OC(O[C@@H]1C[C@@H]3C2(CC(O)[C@H]4C3CCC5=CC(=O)C=CC45C)C)(C)C)C(=O)CO,416.21988874,12536.0,873.0,0.0,2.0,6.0,2.7
1150,desoximetasone,1,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(CO)=O)C)O)F,376.20498756,5311067.0,757.0,0.0,2.0,5.0,2.3
1151,detomidine,1,C2=C(CC1=CN=C[NH]1)C(=C(C=C2)C)C,186.115698455,56032.0,181.0,0.0,1.0,1.0,2.7
1152,dexamethasone-acefurate,1,[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4C)C)(OC(C5=CC=CO5)=O)C(COC(C)=O)=O,528.21594617,656777.0,1130.0,0.0,1.0,9.0,3.7
1153,dexamisole,1,[C@@H]3(C1=CC=CC=C1)CN2CCSC2=N3,204.07211956,66374.0,246.0,0.0,0.0,2.0,1.8
1154,deximafen(imafen),1,C3=C(C1N2C(=NC1)NCC2)C=CC=C3,187.110947427,163316.0,243.0,0.0,1.0,1.0,0.5
1155,dexoxadrol(dioxadrolandlevoxadrol),1,[C@@H]1(NCCCC1)[C@@H]2OC(OC2)(C3=CC=CC=C3)C4=CC=CC=C4,309.172878976,3034023.0,356.0,0.0,1.0,3.0,3.4
1156,dichlorisone,1,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C,412.1208147,23441.0,776.0,0.0,2.0,4.0,3.0
1157,dichlorisone-acetate,1,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)COC(=O)C)(CC2Cl)C)CCC4=CC(=O)C=CC34C,454.1313794,6605.0,881.0,0.0,1.0,5.0,3.1
1158,diclometide,1,C1=C(Cl)C=C(C(=C1C(NCCN(CC)CC)=O)OC)Cl,318.0901833,208832.0,301.0,0.0,1.0,3.0,3.7
1159,didrovaltrate,1,[C@]23([C@@H]1[C@@H](C(=CO[C@H]1OC(=O)CC(C)C)COC(=O)CC(C)C)C[C@@H]2OC(=O)C)OC3,424.20971797,65689.0,712.0,0.0,0.0,8.0,2.3
1160,difebarbamate,1,C2=C(C1(C(N(C(=O)N(C1=O)CC(COCCCC)OC(N)=O)CC(COCCCC)OC(N)=O)=O)CC)C=CC=C2,578.29517893,71880.0,838.0,0.0,2.0,9.0,2.6
1161,difluanine(difluanazine),1,C4=C(C(C1=CC=C(C=C1)F)CCCN3CCN(CCNC2=CC=CC=C2)CC3)C=CC(=C4)F,449.26425439,21693.0,495.0,0.0,1.0,5.0,6.1
1162,diflucortolone,1,[C@@]24(F)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)CO)(CC4O)C)C,394.19556569,17455.0,791.0,0.0,2.0,6.0,2.3
1163,diflucortolone-pivalate,1,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(COC(C(C)(C)C)=O)=O)C)O)F,478.25308057,66381.0,980.0,0.0,1.0,7.0,4.2
1164,dimelazine,1,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC4(CN(C)CC4)C,310.15036988,208838.0,379.0,0.0,0.0,3.0,4.6
1165,dimethadione,1,CC1(C(NC(O1)=O)=O)C,129.042593085,3081.0,173.0,0.0,1.0,3.0,0.1
1166,dimethazan,1,C1=NC2=C([N]1CCN(C)C)C(N(C)C(N2C)=O)=O,251.13822480,10612.0,359.0,0.0,0.0,4.0,-0.5
1167,dimethylamphetamine(dimethamphetamine),1,CN(C(C)CC1=CC=CC=C1)C,163.136099547,20006.0,114.0,0.0,0.0,1.0,2.7
1168,dimiracetam,1,O=C2N1C(NC(=O)C1)CC2,140.058577502,65955.0,202.0,0.0,1.0,2.0,-0.9
1169,dioxamate,1,C(C1(OC(COC(N)=O)CO1)C)CCCCCCCC,287.20965841,45285.0,285.0,0.0,1.0,4.0,3.9
1170,diphoxazide,1,C2=C(C(C1=CC=CC=C1)(CC(NNC(C)=O)=O)O)C=CC=C2,298.13174244,160415.0,367.0,0.0,3.0,3.0,1.3
1171,diprenorphine,1,[C@]235[C@@]67[C@H](N(CC1CC1)CC2)CC4=C3C(=C(C=C4)O)O[C@H]5[C@](OC)([C@H](C6)C(C)(C)O)CC7,425.25660860,443408.0,783.0,0.0,2.0,5.0,3.6
1172,divaplon,1,C1=C(N=C2[N]1C(=C(CC)C(=N2)OC)C)C(C3=CC=CC=C3)=O,295.132076794,65822.0,397.0,0.0,0.0,4.0,4.3
1173,dizocilpine(MK-801),1,C1=CC=CC2=C1C3(C4=C(CC2N3)C=CC=C4)C,221.120449483,1207.0,313.0,0.0,1.0,1.0,2.8
1174,domoprednate,1,[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CCC4)C)(OC(CCC)=O)C(C)=O,428.25627424,68868.0,856.0,0.0,1.0,5.0,4.6
1175,donepezil,1,[H+].C1=C(OC)C(=CC2=C1C(=O)C(C2)CC3CCN(CC3)CC4=CC=CC=C4)OC.[Cl-],415.1914215,44263804.0,510.0,0.0,1.0,5.0,
1176,dopamantine,1,C4=C(CCNC(C12CC3CC(C1)CC(C2)C3)=O)C=CC(=C4O)O,315.18344366,38361.0,422.0,0.0,3.0,3.0,1.9
1177,doxapram,1,C1=CC=CC=C1C2(C(CN(C2=O)CC)CCN3CCOCC3)C4=CC=CC=C4,378.230728204,3156.0,487.0,0.0,0.0,3.0,3.3
1178,drotebanol,1,[C@@]123C4=C(C[C@H]([C@@]1(CC[C@H](C2)O)O)N(CC3)C)C=CC(=C4OC)OC,333.19400834,5463863.0,488.0,0.0,2.0,5.0,1.6
1179,duloxetine,1,C1=CC=C3C(=C1OC(C2=CC=CS2)CCNC)C=CC=C3,297.11873540,122252.0,312.0,0.0,1.0,3.0,4.3
1180,duoperone,1,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCC(C(C4=CC=C(F)C=C4)=O)CC5,514.17019728,43876.0,736.0,0.0,0.0,8.0,7.2
1181,dupracetam,1,C(N1C(CCC1)=O)C(NNC(CN2C(CCC2)=O)=O)=O,282.13280507,68793.0,397.0,0.0,2.0,4.0,-1.8
1182,eclanamine,1,[C@H]2(N(C1=CC=C(C(=C1)Cl)Cl)C(CC)=O)[C@@H](CCC2)N(C)C,328.1109187,130380.0,364.0,0.0,0.0,2.0,4.0
1183,edaravone,1,C2=C(N1N=C(C)CC1=O)C=CC=C2,174.079312947,4021.0,241.0,0.0,0.0,2.0,1.3
1184,efetozole,1,C1=CC=CC=C1C(C)[N]2C=CN=C2C,186.115698455,208911.0,175.0,0.0,0.0,1.0,2.4
1185,elanzepine,1,C1=CC(=CC3=C1\C(C2=CC=CC=C2N3)=C/CN(CC)CC)Cl,-1,,,,,,
1186,elfazepam,1,C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](CC)(=O)=O)=O)C3=CC=CC=C3F,408.0710695,65445.0,679.0,0.0,0.0,5.0,2.0
1187,elopiprazole,1,C1=C(C2=C(C=C1)C=CO2)N5CCN(CC3=CC=C([NH]3)C4=CC=C(C=C4)F)CC5,375.17469050,208917.0,504.0,0.0,1.0,4.0,4.3
1188,eltoprazine,1,C1=C(C2=C(C=C1)OCCO2)N3CCNCC3,220.121177757,65853.0,231.0,0.0,1.0,4.0,1.1
1189,embutramide,1,C1=C(C=CC=C1C(CNC(CCCO)=O)(CC)CC)OC,293.19909372,27453.0,302.0,0.0,2.0,3.0,2.7
1190,enciprazine,1,C3=C(N2CCN(CC(COC1=CC(=C(OC)C(=C1)OC)OC)O)CC2)C(=CC=C3)OC,432.22603674,50222.0,491.0,0.0,1.0,8.0,2.8
1191,encyprate,1,C1=CC=CC=C1CN(C2CC2)C(OCC)=O,219.125928785,17298.0,232.0,0.0,0.0,2.0,2.5
1192,endixaprine,1,C3=C(C2=CC=C(N1CCC(O)CC1)N=N2)C(=CC(=C3)Cl)Cl,323.0592175,65836.0,339.0,0.0,1.0,4.0,3.1
1193,endomide,1,[C@@H]1([C@@H]([C@H]2C=C[C@@H]1C2)C(N(CC)CC)=O)C(N(CC)CC)=O,292.215078140,71200.0,387.0,0.0,0.0,2.0,1.7
1194,endrysone(endrisone),1,CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,342.21949481,37049.0,689.0,0.0,1.0,3.0,2.9
1195,enilospirone,1,C3=C(OC2C1(NC(=O)C(O1)C)CCCC2)C=CC=C3Cl,295.0975211,68794.0,378.0,0.0,1.0,3.0,3.1
1196,eptastigmine,1,[C@@]12(C3=C(N(C)[C@H]1N(C)CC2)C=CC(=C3)OC(NCCCCCCC)=O)C,359.25727730,65872.0,486.0,0.0,1.0,4.0,3.6
1197,erizepine,1,C1=CC=CC3=C1C4=C(C2=C(C=CC=C2)N3C)CCN(CC4)C,290.178298710,208930.0,403.0,0.0,0.0,2.0,3.5
1198,etacepride,1,C1=C(C(C)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,304.17869263,3085389.0,399.0,0.0,1.0,4.0,1.7
1199,etamiphyllin,1,C1=NC2=C([N]1CCN(CC)CC)C(N(C)C(N2C)=O)=O,279.16952493,28329.0,385.0,0.0,0.0,4.0,0.3
1200,etasuline,1,C1=C(Cl)C=CC3=C1C(C2=CC=CC=C2)SC(=N3)NCC,302.0644474,135407187.0,354.0,0.0,1.0,2.0,4.4
1201,etazepine,1,C1=CC=CC2=C1C(C3=C(N(C)C2=O)C=CC=C3)OCC,267.125928785,65662.0,357.0,0.0,0.0,2.0,2.7
1202,ethomoxane,1,[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-],-1,0.0,,,,,
1203,ethylene(ethene),1,C(C)Cl,64.0079779,6337.0,2.0,0.0,0.0,0.0,1.2
1204,ethyl-loflazepate,1,C=C,28.0313001276,6325.0,0.0,0.0,0.0,0.0,1.2
1205,ethypicone,1,C(C1(C(C(=CNC1=O)C)=O)CC)C,181.110278721,68842.0,275.0,0.0,1.0,2.0,1.4
1206,eticyclidine,1,C2=C(C1(CCCCC1)NCC)C=CC=C2,203.167399674,16622.0,176.0,0.0,1.0,1.0,3.3
1207,etifoxine,1,[H+].C2=C1C(OC(=NC1=CC=C2Cl)NCC)(C3=CC=CC=C3)C.[Cl-],-1,0.0,,,,,
1208,etiracetam(levetiracetam),1,C(C(N1C(CCC1)=O)C(N)=O)C,170.105527694,59708.0,203.0,0.0,1.0,2.0,-0.3
1209,etisulergine,1,[C@@H]34C1=CC=CC2=C1C(=C[NH]2)C[C@H]3N(C[C@H](C4)N[S](N(CC)CC)(=O)=O)C,376.19329732,68847.0,603.0,0.0,2.0,5.0,2.2
1210,etodroxizine,1,C3=C(C(N1CCN(CC1)CCOCCOCCO)C2=CC=CC=C2)C=CC(=C3)Cl.O=C(O)\C=C\C(O)=O,534.2132792,6509724.0,539.0,0.0,3.0,9.0,
1211,etoperidone,1,C1=C(C=CC=C1N3CCN(CCCN2C(N(C(=N2)CC)CC)=O)CC3)Cl,377.1982382,40589.0,506.0,0.0,0.0,4.0,3.0
1212,etorphine,1,C2=CC(=C3OC5C14C6(C(N(CC1)C)CC2=C34)CC(C5(OC)C=C6)C(O)(CCC)C)O,411.24095853,518962.0,772.0,0.0,2.0,5.0,3.1
1213,etoxadrol,1,C3=C(C2(OC(C1CCCCN1)CO2)CC)C=CC=C3,261.172878976,19324.0,291.0,0.0,1.0,3.0,2.6
1214,famciclovir,1,C1=NC2=C([N]1CCC(COC(C)=O)COC(C)=O)N=C(N)N=C2,321.14370410,3324.0,404.0,0.0,1.0,8.0,0.0
1215,fantridone,1,C1=CC=CC2=C1C3=C(C(=O)N2CCCN(C)C)C=CC=C3,280.157563266,28692.0,368.0,0.0,0.0,2.0,3.0
1216,fasiplon,1,C1=C(N=C2[N]1C(=C(CC)C(=N2)OC)C)C3=NOC(=N3)C,273.12257474,208954.0,345.0,0.0,0.0,6.0,2.9
1217,fasoracetam,1,[C@H]1(NC(=O)CC1)C(=O)N2CCCCC2,196.121177757,198695.0,247.0,0.0,1.0,2.0,0.0
1218,febarbamate,1,C2=C(C1(C(N(CC(COCCCC)OC(N)=O)C(=O)NC1=O)=O)CC)C=CC=C2,405.18998559,25803.0,619.0,0.0,2.0,6.0,2.3
1219,felbamate,1,C1=C(C(COC(N)=O)COC(N)=O)C=CC=C1,238.09535693,3331.0,246.0,0.0,2.0,4.0,0.6
1220,femoxetine,1,C3=C(C2C(COC1=CC=C(OC)C=C1)CN(C)CC2)C=CC=C3,311.188529040,43103.0,335.0,0.0,0.0,3.0,4.0
1221,fenaperone,1,C1=CC(=CC=C1C(CCCN3CCN(C(OC2CCCCC2)=O)CC3)=O)F,376.21622095,198061.0,480.0,0.0,0.0,5.0,3.5
1222,fenbutrazate,1,C3=C(C1C(N(CCO1)CCOC(C(C2=CC=CC=C2)CC)=O)C)C=CC=C3,367.21474379,20395.0,443.0,0.0,0.0,4.0,4.3
1223,fencamfamin,1,C3=C(C1C(NCC)C2CC1CC2)C=CC=C3,215.167399674,14584.0,232.0,0.0,1.0,1.0,3.3
1224,fengabine,1,C2=C(\C(NCCCC)=C\1C=C(Cl)C=CC1=O)C(=CC=C2)Cl,321.0687196,54471.0,348.0,0.0,1.0,2.0,5.5
1225,fenharmane,1,C4=C3[NH]C1=C(CCNC1CC2=CC=CC=C2)C3=CC=C4,262.146998583,71167.0,323.0,0.0,2.0,1.0,3.5
1226,fenimide,1,C2=C(C1(C(C(=O)NC1=O)CC)C)C=CC=C2,217.110278721,6068.0,307.0,0.0,1.0,2.0,1.9
1227,fenmetozole,1,C1=C(C(=CC=C1OCC2=NCCN2)Cl)Cl,244.0170183,32049.0,248.0,0.0,1.0,2.0,2.2
1228,fenmetramide,1,C1=CC=CC=C1C2C(NC(=O)CO2)C,191.094628657,21789.0,211.0,0.0,1.0,2.0,1.2
1229,fenobam,1,C1=C(C=CC=C1NC(NC2=NC(=O)CN2C)=O)Cl,266.0570533,135497698.0,385.0,0.0,2.0,2.0,1.2
1230,fenozolone,1,C1=CC=CC=C1C2C(N=C(O2)NCC)=O,204.089877630,135436543.0,270.0,0.0,1.0,3.0,1.6
1231,fenpentadiol,1,C1=CC(=CC=C1C(CC(C)(C)O)(C)O)Cl,228.0917075,85896.0,210.0,0.0,2.0,2.0,2.2
1232,fepitrizol,1,C3=C(C1=NC(=N[N]1C)C2=CC=CN=C2)C(=CC=C3)CO,266.11676108,68702.0,314.0,0.0,1.0,4.0,1.4
1233,fipexide,1,C1=C4C(=CC(=C1)CN3CCN(C(COC2=CC=C(Cl)C=C2)=O)CC3)OCO4,388.1189848,3351.0,492.0,0.0,0.0,5.0,3.2
1234,flerobuterol,1,C1=C(C(CNC(C)(C)C)O)C(=CC=C1)F,211.137242360,71254.0,191.0,0.0,2.0,3.0,1.7
1235,florfenicol,1,[C@@H](C1=CC=C(C=C1)[S](C)(=O)=O)([C@H](NC(C(Cl)Cl)=O)CF)O,357.0004627,114811.0,447.0,0.0,2.0,5.0,0.8
1236,fluacizine,1,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)C(CCN(CC)CC)=O,394.13266896,161562.0,512.0,0.0,0.0,6.0,4.6
1237,fluazacort,1,[C@@]34(F)C(C2C(C1(N=C(OC1C2)C)C(=O)COC(=O)C)(CC3O)C)CCC5=CC(=O)C=CC45C,459.20571584,29845.0,1050.0,0.0,1.0,8.0,2.7
1238,flubanilate,1,CCOC(=O)N(CCN(C)C)c1cccc(c1)C(F)(F)F,304.13986234,172309.0,335.0,0.0,0.0,6.0,3.0
1239,flubepride,1,C1=C(C(=CC=C1[S](N)(=O)=O)OC)C(NCC3N(CC2=CC=C(F)C=C2)CCC3)=O,421.14715559,216225.0,649.0,0.0,2.0,7.0,1.8
